"","HD-ENCORE CLASSIC"
"","ABC FAMILY DI"
"","Showtime Extreme HDTV (West)"
"","As Seen On TV"
"THIS","WDIV ThisTV"
"","Science HDTV"
"","Antena 3 HDTV (Internacional)"
"","AYM Sports"
"","Showtime Women HD"
"","STARZ KID & FAMILY HD"
"","Encore Family"
"","Ultra Kidz HD"
"","Style & Home Free"
"","Headline News Net"
"","WTNZ DT3 GritTV"
"","CNN En Espanol"
"","MC-PopRhythmic"
"","TV 5 MONDE INDO"
"","TVJAPAN"
"","ATMXHD"
"","The Weather Channel HD tune"
"MNT","KIMT My Network TV"
"","Hallmark Moives & Mysteries HD"
"PBS","WCTE HDTV"
"FOX","KVRR HDTV"
"FOX","KLWY HDTV"
"","UniMás(Mountain)"
"","News / Inside Durango Television"
"","Disney XD HDTV (West)"
"","Esquire Network HDTV (West)"
"","C-SPAN2-DIENCP"
"","Kids & Teens Free On Demand"
"","OWN-DIENCP"
"","SDV-MULTIMEDIOS HD"
"","The California Channel"
"PBS","KNPB HDTV"
"","TIME WARN CAB DEP"
"","KXTV ABC TUR-SD"
"NBC","WDIV HDTV"
"","Syfy HDTV"
"","El Rey Network"
"","The Discovery Channel en Español"
"IND","Foro TV"
"","Ultra Docu HDTV"
"","INSPIRATIONAL"
"","BETHD"
"","TV Chile HD"
"ION","WPXV HDTV"
"ABC","WSET"
"","YouToo America"
"","WWDP IND"
"","ESPN-HD"
"","WGBY CREATE"
"MNT","WMYA HDTV"
"","Anderson City"
"NBC","WRCB"
"NBC","WRCB HDTV"
"NBC","WTMJ HDTV"
"","IN DEMAND 7"
"","PA6"
"","KMSP DT - FOX"
"","Charter Main Street - Eau Claire (7)"
"MNT","KOZL My Network TV"
"FOX","KDFW"
"","R&B CLASSICS"
"JN","WFAA The Justice Network HDTV"
"","Loyal City Ch."
"CBS","KGIN"
"FOX","KEVN HDTV"
"","AMC-DI"
"","SDV MAV TV"
"","ELECTRONICA"
"","here! On Demand"
"UNIMAS","KNVV UniMás 41"
"CW","KECA CW+"
"CBS","KIRO HDTV"
"","ESPUH"
"","Centroamerica TV-SD"
"","HD-Teleformula"
"","Cable Noticias-SD"
"","UniMás (East)"
"GRIT","WBSF GRIT"
"ANTEN","WSMH Antenna TV"
"","TSPAN"
"","Destination Am HD"
"","MXLAHD"
"","ULTRA CLASICO"
"","WATL-HD-MYTV"
"","PBS KIDS"
"UNIMAS","UniM�s HDTV (Pacific)"
"ABC","WBKB ABC"
"","Charter Main Street - Fond du Lac (25)"
"PBS","tpt Wx"
"","GET TV"
"","SPIKE TV"
"","SHOWTIME CASE"
"","PROP1"
"PBS","KUFM"
"NBC","KOBI"
"","High Vision TV"
"","HBO HD EAST-DI"
"","HALLMARK HD-DI"
"","The Movie Channel HD On Demand"
"","CHARTER CH 101"
"PBS","KEET"
"","SHOTH"
"","HD-Starz E"
"","HD-ESPNews"
"PBS","WTVS HDTV"
"","Star India Plus HDTV"
"","NICKELODEON 2"
"","TVLAND"
"","VELOCITY HD"
"","Discovery Kids (Mexico)"
"","5StarMAX HD (East)"
"","Science-HD"
"","YES"
"","Health & Wellness "
"","E TV"
"","WCCT CW"
"","Cable News Network en Espanol (USA)"
"","WTIC HV"
"ESCAPE","WECT Escape"
"PBS","KETC Kids"
"","MEXICO22"
"","MORE MAX "
"","MLB "
"MNT","KDFI HDTV"
"","FOOD CH"
"","PROP2"
"HEART","WPSD Heartland Network"
"","Mazomanie City Ch"
"","WCOV-FOX"
"","MDU-WMCFD-TBN"
"CBS","KXLH HDTV"
"","Helena Civic Television"
"NBC","KMTR HDTV"
"","SDV-SHOWTIME SHOC HD"
"","SDV FLIXW"
"","SDV-EL REY HD"
"AZTECA","KMCE Azteca America 43"
"ANTEN","KRON Antenna TV"
"CBS","KIRO"
"PBS","KFTS HDTV"
"","Showtime 2 (East)"
"","The Learning Channel HDTV (East)"
"","CMT HDTV (East)"
"","Music Choice Gospel"
"","Disney XD"
"","American Heroes"
"","Cartoon HD"
"","AXS TV"
"","Community Billboard"
"","Mun2 (East)"
"","Oxygen "
"TCTHD","WRAY"
"IND","WLNN"
"","DISNEY HD"
"CW","WLTZ CW+"
"","Show Showcase"
"","ACTIONMAX HD"
"","Tribeca Flim"
"FOX","WYDO"
"FOX","KXLT"
"","Delavan City Ch 1"
"FOX","WVUE HDTV"
"","THE HISTORY CHANNEL"
"","HBO Latino-West HD"
"","Front AV Input"
"CW","WBMMDT CW+ HDTV"
"","Altitude Sports & Entertainment (Kansas & Nebraska)"
"FOX,MNT","KTMF HDTV"
"PBS","KUFM World"
"","MCAT Civic Channel 190"
"","SDV SUNW"
"","SDV BLOOMBERG"
"NBC","KCRA HDTV"
"NBC","KING HDTV"
"","HD-SHOWTIME E"
"","Infinito"
"","Baby TV Espanol-SD"
"","Starz Comedy HDTV (East)"
"","Music Choice R&B Soul"
"","Video Rola"
"Bounce","WAVY Bounce TV"
"","Comcast SportsNet Mid-Atlantic"
"getTV","WTVZ GetTV"
"","BabyFirst Americas En Espa�ol"
"IND","TVN - Televisi�n Nacional de Chile"
"","WUPA-HD-CW"
"","TELEHIT"
"","WCCT THIS"
"","Starz West"
"","Jewelery TV"
"","WVIT-DT2"
"CBS","KDLH"
"MeTV","KMIZ MeTV"
"ANTEN","KTVI Antenna TV"
"","Ch.8 - Maryville, Belleville, Scott AFB"
"PBS","WSIU HDTV"
"","Delavan City Ch 2"
"","Centroam?rica TV"
"","DISCOVER CIVILIZATION (DIGITAL)"
"","Oasis TV"
"","MDU-WVTM"
"","WAKA-CBS"
"PBS","KUSM"
"","Black Entertainment Television HDTV (West)"
"","KABC 7-HDENCP"
"","SDV-TBN ENLACE SD"
"","CHTR-MEDIA-SGV-DIENCP"
"","SDV HRTV"
"","Starz East-SD"
"","HD-Ultra Kidz"
"","History (East)"
"","Y2K"
"","ZEE TV"
"","MAV TV"
"NBC","WAVY HDTV"
"","DSC HD"
"MNT","WAPK MeTV"
"","WNAC FOX"
"","ECSU"
"","Comendy Central HD"
"","Oconomowoc City Ch 1"
"","CARTOON NETWORK HD"
"","THE LEARNING CHANNEL"
"","KTVT - CBS"
"","Cartoon Network HD"
"","REGIONAL SPORTS "
"CW","WQWQ"
"CBS","WBBJ SDTV"
"NBC","KLAF in HDTV"
"","Community Seven Television HDTV"
"IND","KULR SWX Billings SDTV"
"","Oxygen (West)"
"PBS","SOPTV-PBS (KSYS HDTV)"
"","SDV FOX SPORTS CENTRAL"
"","SDV-Mexicanal"
"","HBO EAST-DI"
"","SDV OXYGEN DPI"
"","TODAYS COUNTRY"
"TBN","KRLB-LP"
"NBC","KING"
"","Trinity Broadcast Network"
"","VOD01 BEACON"
"","MTV2 HDTV (East)"
"","NHL Center Ice & MLB Extra Innings"
"","Lifetime HD"
"","FOX SPORTS 1 HD"
"","TOKU "
"","SyFy"
"CBS","WVLT"
"","Mainstreet TV Hickory 190"
""," GAC"
"","Discovery-HD"
"","NFLREDZONE"
"","Fox Business HD"
"","Big Ten Network"
"PBS","WLEF"
"NBC","WNDU"
"IND","WCIU"
"","Oconomowoc City Ch 2"
"GRIT","WVUE Grit TV"
"","ULTRA DOCU HD"
"","SCIENCE FICTION CHANNEL"
"","FAMILY NET HD"
"","GOLF CH"
"","ESPN Goaline HD"
"","STARZ COMEDY"
"FOX","WHBQ"
"","Tomah School Dist"
"","SDV The Hub (Discovery Kids)"
"","HBO COM HD WEST-DI"
"","Digital Tvk24"
"","SDV MORE MAX WEST"
"","Featured Films on demand"
"","TEEN NICK-DI"
"","STARZ HD EAST-DI"
"","CCTV-4"
"","PLAYBOY PREMIUM ON DEMAND"
"CBS","KION HDTV"
"","HD-TV 5 Monde Info"
"","HD-El Garage TV"
"","HD-CSPAN E"
"THIS","Playboy en Espanol (Duplicate)"
"","WGN America"
"DECAD","WWJ Decades"
"","GSN (East)"
"","Centric"
"","Liquidation Channel"
"","The Weather Ch HD"
"","Discovery Familia (U.S. feed)"
"","ABC FAMILY"
"","NBC Sports Ntwk HD"
"","Action Max"
"CBS","WTKR HDTV"
"","Fox Deportes en Espanol HDTV East (U.S.)"
"IND","WATC"
"","FORO TV"
"","WGCL DT3 GRITTV"
"","CVTV EDU SIM"
"","*ACTIVE*"
"","TMC Extra HD"
"","More Max W HD"
"","DIG-MSG-RST-SD"
"JN","KARE Justice Network"
"","WLOO Community TV"
"","FS Southwest  + HD"
"","Action Max-West HD"
"","Sundance Channel"
"CW","KXVO"
"","Charter MainStreet - Columbia"
"PBS","WDSE PBS North HDTV"
"","ORD LOCAL"
"CW","KTVQ CW+ SDTV"
"NBC","KCFW"
"MNT","KFBI-LP"
"","CINEMAX HD EAST-DI"
"","QVC HD-DI"
"","International Television Network"
"","KFTR-GET TV-DI"
"","HBO COOM HD EAST-DI"
"","SDV PRIME TICKET HD"
"","SDV-ZEE TV HD"
"","SDV-Ultra Kidz HD"
"","SDV TEST1"
"","PIVOT-SD-AD"
"","WEHD"
"","HD-Bloomberg"
"","RetroPlex"
"","Sprout HDTV"
"IND","WZZM Weather"
"","Mainstreet TV Hickory 192"
"","LIQUIDATION HD"
"","WPCH-HD-IND"
"","FUSION SD"
"","Showtime Next HD "
"","Liquidation HD "
"SONL","WIWN"
"","Waupun City"
"","HIGH DEFINITION - NBC"
"","Fox Sports Southwest Plus 24/7 DFW 75-mile radius"
"","Palladia-HD"
"PBS","WQEC"
"","HBO 2 (West)"
"ABC","KTWO HDTV"
"","Galavision HDTV (West)"
"ABC","KIFI HDTV"
"PBS","KRMJ HDTV"
"MNT","KGJT"
"CW","KJCT CW+"
"","Pop HDTV (West)"
"","SHOWTIME WOMEN EAST"
"","MILITARY HD-DI"
"","TBS-E"
"","SDV HBO FAMILY WEST"
"","SDV BYUTV"
"","SDV TEST2"
"MNT","KRON HDTV"
"","The Movie Channel West"
"","Big Ten Network (National)"
"","Starz! Cinema HDTV (East)"
"","Sony Entertainment Television Asia HDTV (Hindi Language)"
"","CSPAN 1"
"","The Movie Channel HD (Wast)"
"","CBS "
"","PLAYBOY HD"
"","HBO Family West HD"
"","CARTOON"
"","WUVN HD"
"","WPIX HV"
"","WGBY KIDS"
"","Community Bulletin Board"
"COZI","WMAQ Cozi TV"
"","KSTP DT1-ABC-MPLSMN"
"","SHOWTIME EXTREME HD-E"
"","ENCORE EAST (DIGITAL)"
"","THE HUB Discovery"
"PBS","NET HDTV"
"","Richland Center"
"FOX","WCOV"
"DECAD","WQOW Decades"
"CBS","WSAW HDTV"
"","Neillsville City Ch. 1"
"FOX,MNT","KWYB FOX HDTV"
"Movie","KTVM Movies!"
"","ESPN2-DI"
"","KOCE PBS-WORLD-DIENC"
"","SDV GAME10"
"","SDV BET MOVIES W"
"","SDV TEST3"
"PBS","KTNW Vme/Create"
"NBC","KGW HDTV"
"","Mexicanal-SD"
"","Encore Black HDTV (East)"
"","BBC America HDTV (East)"
"","OFF"
"","Cutting Edge Free"
"","Metal"
"","Music Choice Latino"
"CBS","WTVR HDTV"
"","Syfy HD Zone 4"
"","FOX MOVIE HD"
"","SON OF LIFE HD"
"","TV Monde Info"
"","WTXX HD"
"","CornerStore TV St. Louis, MO"
"CW","WGN Local Chicago"
"","Richfield City"
"","Golf Channel HD"
"","GOLF CHANNEL HD"
"","FOX FAMILY"
"ANTEN","KDAF Antenna TV"
"","MCU"
"FOX","WJKT"
"","New Holstein City"
"","Green Lake City"
"NBC","KSNB"
"","Telemundo Network (West)"
"","LMN (West)"
"","INTERN CHRISTIAN FAMILY NETWORK"
"","SDV GAME11"
"","SHOPHQ HD-DI"
"","SDV HNL HD "
"","SDV TEST4"
"","Do It Yourself Network"
"","Featured Films"
"","ESPN Classic"
"","Comedy Central"
"","TV Asia"
"","ALTRES SERIES"
"","CSPAN 3"
"","SPIKE HD"
"","DSCLIFE"
"","Autos OnDemand"
"","Independent TTV"
"","FOX 6 WGGB"
"NBC","WIS HDTV"
"IND","W50CH"
"","New Glarus City Ch"
"CW","WUCW HDTV"
"","WLOO Community Info"
"","ULTRA CLASICO HD"
"","Encore HDTV-West"
"","MC HIP-HOP AND R&B"
"MNT","KBJRDT2"
"CBS","KPAX"
"PBS","SOPTV-Create"
"","SDV-ESPN GOALLINE SD"
"","SDV GAME12"
"","HBO FAMILY WEST"
"","NBC SPORTS HD-DI"
"","SDV THRILLER MAX WEST"
"","CALIF CHN-DI"
"","INTERNATIONAL FILM"
"","SDV-TV 5 MONDE HD"
"","SDV TEST5"
"NBC","KNTV"
"ION","KPXG HDTV"
"","DIYHD"
"","Willow TV-SD"
"ABC","WJRT HDTV"
"","msnbc"
"","HBO HDTV (West)"
"","Fox Sports Detroit 24/7 HDTV"
"","Fox Sports Detroit Plus HDTV"
"","The History Channel en Español"
"","TRUTV"
"","Karaoke Monthly"
"","Horse Racing TV"
"","Reggae"
"ION","WZPX HDTV"
"COMET","WTVZ Comet"
"","MC01"
"","Video Rola "
"","SEC Network 2"
"","MTV2HD"
"","DISNEY CHANNEL"
"","Ultra Familia"
"CW","KPLR"
"","Elkhorn City Ch"
"","DO IT YOURSELF"
"","Mainstreet TV Cookeville"
"","Esquire Network SD (West)"
"ANTEN","KFCT Antenna TV"
"","ACTIONMAX WEST HD-DI"
"","COMEDY HD-DI"
"","SDV Destination America"
"","SDV GAME13"
"","FOX DEPORTES HD-DI"
"","SDV PALLADIA"
"","SDV TEST6"
"","EL REY-SD"
"","KOVR CBS TUR-SD"
"","History International"
"","OVERFLOW HD"
"","Tribeca Film"
"","WCCA TV13"
"","3D Movies"
"","UpNorth TV"
"PBS","UNC-TV"
"","Super Canal HDTV"
"","MC02"
"CBS","WRAL HDTV"
"CBS","WRAL"
"","GMA PINOY TV"
"","PIVOT"
"","VOD_Beacon"
"","WAPK ME TV SD"
"","Faith"
"","WFSB CBS HD"
"CBS","WSBT"
"ABC","WLS HDTV"
"Create,PUBSYN,PBS","WTTW Create"
"IND","KSTC"
"","Chip Val CTV Gov"
"","Denton ISD"
"","WGWW"
"","WLOVHD"
"","Shawano City Ch 1"
"","MDU-WHIQ"
"","CW Plus (Central)"
"","Turner Network Television (West)"
"3ABN","KTVC"
"","Comcast SportsNet Northwest"
"","HBO East"
"","SDV GAME6 MLB6 NHL6"
"","SDV GAME14"
"","FOX BUSS/NET HD-DI"
"","JADE TVB"
"","TVGUIDE-DI"
"","AB-LWELL-DIENCP"
"","HIP HOP AND R AND B"
"","SDV TEST7"
"CW","KION CW+"
"COMET","KOMO Comet TV"
"","Azteca TV"
"","Super Canal-SD"
"","REG SPTS EX GAMES HD"
"","American Heroes Channel"
"","Three Angels Broadcasting Network"
"","Cable Satellite Public Affairs Network 2 HDTV"
"","Cinemax On Demand"
"","Family Net"
"","Movie Library"
"","PBS Kids Sprout HDTV"
"","NBC "
"","MC03"
"","TOKU Formerly FUNi"
"","COMEDY HD"
"","MDU-INSP"
"","WWOR MY TV"
"","More Max HD"
"","Sportsman HD"
"CBS","WSPA HDTV"
"PBS","WHA HDTV"
"","High Definition UPN - KTXA"
"","HBO HDTV-West"
"","TMC Xtra HD"
"","Shawano City Ch 2"
"CBS","WHNT"
"","Mainstreet TV Lebanon"
"THIS","WCOV ThisTV"
"","Winona Public"
"NBC","KSNB HDTV"
"ABC","KFBB HDTV"
"","Comcast SportsNet Bay Area HDTV 24/7"
"","SDV-BIOGRAPHY HD"
"","SDV TEST8"
"","SDV TST PENT"
"","SDV-STAR INDIA PL HD"
"","Science"
"","Bravo (East)"
"","Spike TV HDTV (East)"
"","Local 1"
"","CENTRIC"
"","WYDN DAYSTAR"
"","ENCORE HD"
"","Fox Sports Southeast"
"","MC04"
"CW","WMAZ CW+"
"","De Pel�cula"
"ION","WGPX HDTV"
"","VIENDO MOVIES"
"","MAV HD"
"","IndiePlex HD"
"","WGBY PBS HD"
"","WDMR"
"","TopSail TV (Charter)"
"","WBAY DT1-ABC-GNBYWI"
"","Southeastern Channel"
"","ENCORE HD-E"
"","WGN AMERICA"
"","Disney Jr"
"","TURNER BROADCASTING SYSTEM HD"
"","FUSION "
"","public access 1"
"ABC","WNCF HDTV"
"ABC","WAOW"
"CBS","KEYC HDTV"
"","DISNEY HD-DI"
"","KOCE PBS-WORLD-DIENCP"
"","SDV-ATRES Series"
"","KCOP 2 BUZZR"
"","SOUNDSCAPES"
"","SOUNDS OF THE SEASONS"
"","FUSION HD-DI"
"","SPORTMAN-DI"
"","SDV TEST9"
"FOX","HD - Willow TV"
"JN","KGW Justice Network"
"","Do It Yourself Network HDTV (East)"
"","Encore Westerns (East)"
"","BBC America (East)"
"","Big Ten Network (Part Time Overflow #2)"
"","Local 2"
"IND","WLMB HDTV"
"","TiVi5MONDE USA"
"","POP HD"
"","Liquidation HD"
"","Hit List"
"ABC","WGTU HDTV"
"","WETP PBS"
"","MC05"
"CW","WUPA"
"","VOD_SRC_11370"
"CBS","WFMY HDTV"
"","FAMILYNET HD"
"","EPIX West"
"","My Government"
"COMET","KRCG Comet TV"
"","Fox Sports Midwest Plus (St. Louis) HDTV"
"TELMUN","KGLA Telemundo 42"
"","WDSU HD"
"","FamilyNet HD"
"","DISCOVERY SCIENCE (DIGITAL)"
"","JUCE TV"
"","SDV-TW DEPORTES"
"","CSPAN-DIENCP"
"","SDV-SEMILLITAS"
"","SDV-BET HD"
"","SDV WOMENS ENT"
"","TMC HD O D ST-RT"
"TELMUN","KSTS Telemundo 48"
"3ABN","KBLN"
"RTV","KSLM Retro Television"
"","Nat Geo Mundo-SD"
"","Music Choice Pop Latino"
"","Ritmoson Latino U.S."
"","Sportsman Channel"
"","Messages"
"","Discovery Life"
"CBS","WWTV"
"","TBS Superstation"
"","MovieMAX HD (East)"
"","MC06"
"IND","WPGA"
"","MC-Jazz"
"","GOLTV"
"","GOLTV English"
"","MC-Pop Hits"
"","GOV"
"","MC 949 VideoMusic"
"","Thriller Max-West HD"
"","KFWD HDTV"
"","New Releases"
"WALK","WCKV"
"","Community Seven Television"
"FOX","KLWY"
"","The Filipino Channel (West)"
"","ANIMAL-DI"
"","FS PRIME TICKET HD"
"","KXLA-DIENCP"
"","SDV ESPN U"
"","SDV TEST10"
"","LIFE-DI"
"","Encore on Demand"
"","KQCA This TV-SD"
"","Charter On Demand"
"","Fox Sports Detroit Plus"
"","Cinemax (East)"
"","MOVIEMAX SDTV"
"","truTV HDTV (East)"
"","Music Choice Hit List"
"","FX Movie Channel"
"","Eternal Word Television en Español HD (U.S.)"
"","Video Rola HDTV"
"","CSPAN2"
"","HBO2 HD"
"","SHOWCASE HD"
"","Discovery en Espanol"
"","Lifetime HD Zone 4"
"","Fox CS Atlantic"
"","MC07"
"FOX","WAGA"
"","HBO COMEDY HD W"
"","CANAL 22 HD"
"","WAPK"
"","Starz Edge"
"","Big Ten Network (24/7 Overflow #4)"
"ABC","WISN"
"","Events On Demand"
"","Metro Cable Channel 6"
"PBS","Lakeland HDTV"
"CBS","WFRV"
"","HOME BOX OFFICE WEST"
"","HBO ZONE EAST (DIGITAL)"
"","MC POP COUNTRY"
"","ADULT ALTERNATIVE"
"","MDU-WAMY"
"FOX","KXRM HDTV"
"","ESPN NEWS"
"","KLCS-DIENCP"
"","CALIF-DIENCP"
"","SDV TEST11"
"","SCIENCE CHANNEL HD"
"","SDV-ENRICH HD"
"","MAL CHRTR MEDIA-DC"
"COZI","KCVU Cozi TV"
"","Fox News HD"
"","Public/Education/Government Access"
"PBS","WGVU Life"
"MeTV","WBIR MeTV"
"","HBO Latino HD (East)"
"","MC08"
"","MTV Espanol TR3"
"","WLNE ABC"
"","FXHD"
"","CSPAN3"
"","MLB-HD"
"","Starz Kids and Family"
"","MSGHD+"
"","Science Fiction"
"","MTV JAMS"
"","ESPN CLASSIC"
"","HLN "
"","WYAM"
"","Cartoon Network (West)"
"","Big Sky Channel (Kalispell)"
"FOX","KHBB FOX SDTV"
"","Animal Planet HDTV (West)"
"","SDV HBO COMEDY WEST"
"","ABC-LAFF-DIENCP"
"","SHOW EXT HD EAST-DII"
"","SDV TEST12"
"","SDV THE MOVIE CHANNEL WEST"
"MNT","HD - Willow TV"
"","KMCS Radio Programming"
"","HD-TV Chile"
"","Autos on Demand"
"PBS","KIXE"
"PBS","WCMU"
"","Music Choice Rock"
"","EVINE Live HDTV"
"","TBS HD"
"","Zee Bollywood TV"
"ABC","WVEC HDTV"
"","TMC Xtra HDTV (East)"
"","MC09"
"ION","WRPX HDTV"
"","NFL RED ZONE"
"","Gem Shopping Network"
"","WNBC NBC"
"","WDRM TELEMUNDO"
"","Yes Network HD"
"CW","WWMT CW"
"NBC","WMAQ HDTV"
"PBS","KCPT"
"","Pop latinos"
"","INSPIRATIONAL HD"
"","RETROPLEX HD"
"","CINEMAX HD-W"
"","RFD-TV"
"PBS","KCWC"
"UNI","Univisión Network HDTV (Pacific)"
"ABC","KWYB HDTV"
"NBC","KBGF HDTV"
"","SDV MUN2"
"","CARTOON NET HD-DI"
"","SDV-HBO SIGNATURE HD"
"","SDV-MTV TR3S"
"","LocalInterest On Demand"
"","Fox Sports 1-DI"
"","SDV GAME5 MLB5 NHL5"
"","BLUES"
"","SDV TEST13"
"","Indie and Intl on Demand"
"","SDV-HUB HD"
"GRIT","WPBN Grit Tv"
"","ESPN HDTV"
"","ThrillerMAX (East)"
"","Boomerang"
"","HISTORY HD"
"","Ovation Arts Network"
"","Fox Sports Carolinas"
"","Eternal Word Television en Espa�ol HD (U.S.)"
"","TeleF�rmula HDTV"
"","AHC HD"
"","CINEMAX WEST"
"","WNMN"
"PBS","WPBA DT21"
"","HBO Signature W HD"
"","Outer Max E HD"
"","CT PUBLIC AFFAIRS"
"","Destination America HD"
"","SET Asia"
"PBS","WNSC HDTV"
"CBS","WDEF HDTV"
"CBS","WAFB"
"","KUVN HD Univision"
"","NAT GEO"
"","FOX MOVIE CHANNEL"
"","NATGEO WILD"
"","ENCORE LOVE"
"Movie","KDFI Movies!"
"UNIMAS","KSTR HDTV UniMás 49"
"IND","WIAT CBS 42 Weather"
"CW","WNAB HDTV"
"PBS","WCTE"
"FOX","KQDS HDTV"
"","BOUNCE WAFF"
"","Black River Schools"
"","Lifetime Movies"
"","SDV-MULTIMEDIOS"
"","SDV HBO LATINO W"
"","Di-H2"
"","Movie Portal on Demand"
"","PlayboyTVenEspHD_LnBEQ"
"","KSBY CW5"
"","HD-TIME WARN DEPORT"
"","HD-TMC Extra W"
"","HD-Tele El Salvador"
"","Nuestra Tele-SD"
"GRIT","Comet TV"
"","Starz Comedy (East)"
"","SYFY"
"","FXM HD"
"","HBO Latino HD West"
"","STARZ-FAMILY"
"","ESPN U"
"","ESPNDep HD"
"NBC","WBIR HDTV"
"DAYSTAR","WDTT Daystar Television"
"","Travel Channel "
"CBS","WMAZ"
"JN","WMAZ The Justice Network"
"ABC","My Tri-Cities WKPT"
"","REGONAL SPORTS HD"
"","YESHD"
"","INSPIRATIONAL NETWORK"
"","Showtime W HD"
"","Comedy HD"
"","TBS zone 2"
"","Fox Sports North Plus HDTV"
"","Winona Government"
"ABC","KMBC HDTV"
"","KERA"
"","PLAYBOY TV LATIN SD"
"","MDU-WRCB"
"Bounce","WSFA Bounce TV"
"NBC","WJFW HDTV"
"ABC","KTWO"
"JN","KUSA Justice Network"
"CBS","KXLF"
"NBC","KECI"
"","VH1 HDTV (West)"
"","SDV-HALLMARK MOVIE & MYSTERIES"
"","NICK HD-DI"
"","GALAVISION-DI"
"","SDV MTV JAMS"
"","BBCAMERICA HD-DI"
"","VENT LOC 15-DIENCP"
"ABC","KGO"
"","ATRES-SD"
"FOX","PPV - iNDemand 07"
"","Fox College Sports Pacific"
"","Starz (West)"
"","The Learning Channel (East)"
"","SonLife Network"
"","E! Entertainment Television HDTV (East)"
"","FXX HDTV (East)"
"","Inspirational Network HD East"
"","Bravo HD"
"","The Movie Channel"
"","Pop Latino"
"","TiVi 5 Monde"
"","SCIENCE"
"IND","WAGV"
"","Daystar Network HDTV"
"","ENCORE FAM"
"","EL GARAGE TV"
"LAFF","WSB Laff TV"
"","local access madison"
"","M-Hip Hop & R&B"
"","Discovery Science"
"","ESPN GOAL/BUZZER HD"
"","Overflow"
"ABC","WOTV"
"","Big Ten Network (Michigan)"
"","government access 2 StPete"
"","KTXA"
"","DISCOVERY ESPANOL"
"","JEWELRY TV HD"
"","Encore HD"
"","MC MEXICANA"
"","MDU-WVUA"
"ABC","KHQA ABC SDTV"
"CBS","KGWC"
"Create,PBS,PUBSYN","KCWC Create"
"","FOX NEWS HD-DI"
"","DI-INVEST DISC HD"
"","SDV-Ultra Macho HD"
"","SDV GOLF DPI"
"TELMUN","KCYU Telemundo"
"","HD-SHOWTIME 2 W"
"","PROPERTY INSERTION#1"
"","Quality Value Convenience Network"
"","Lifetime Television (East)"
"","HBO Zone (East)"
"","MSNBC HD"
"PBS","WTVI"
"MeTV","WAPK MeTV HDTV"
"ABC","WXLV"
"","QVC-HD"
"","MC-Dance/EDM"
"","WCFE"
"","NATIONAL GEOGRAPHIC"
"","WXTV UNIVISION"
"NBC","WYFF"
"","Big Ten Network (Wisconsin)"
"","LOCAL ACCESS 2"
"NBC","KSHB"
"COMET","WCGV Comet TV"
"","MEXCANAL"
"","MDU-WBMA-DT2"
"","Crossville Tourism TV"
"MNT","My Network TV"
"","Local Stevens Point Ch. 3 Charter Communications"
"CBS","KXLH"
"ABC","KSVI"
"PBS","KSKC"
"","SDV Mnet"
"","LITE CLASSICAL"
"","ESPN NEWS HD-DI"
"IND","MBC America"
"","HD-ZeeTV"
"","PROPERTY INSERTION#2"
"","Cable News Network"
"","QVC"
"","NATLGEO"
"","DISC FIT HEALTH"
"","Adult on Demand"
"","TV ONE HDTV"
"","FXX HD (East)"
"","WJHL 2 ABC SD"
"","The Hub"
"","Starz HD"
"","Azteca America HD"
"","Consumer News and Business"
"","Charter Main Street - Marquette (12)"
"MeTV","MeTV"
"ANTEN","WITI Antenna TV"
"ABC","WKOW"
"","TV5 Monde Info HD"
"","TVN - Televisi?n Nacional de Chile"
"","KAZD DT HD"
"","NBC Sports Network HD"
"","Showtime Extreme HD"
"AZTECA","KAZD HDTV Azteca America 39"
"CW","WNAB"
"DECAD","WYOW Decades"
"NBC","KTVH"
"PBS","KUGF"
"","PUBACC"
"","CMTV-DI"
"","SDV NICKT"
"CW","KIMA CW+ SDTV"
"PBS","KEET FNX"
"","HD-RetroPlex"
"","HD-ATRES"
"PBS","KIXE HDTV"
"","EVINE"
"","Womens Entertainment"
"","AMC HD"
"","Hip Hop/R&B"
"","WATE ABC"
"NBC","WBIR"
"","SDV BabyFirstSpanish"
"","Movie Library "
"","In Demand Previews"
"MeTV","WRBL MeTV"
"","WCBS HD"
"","MC-Hip Hop & R&B"
"","WGGB ABC HD"
"FOX,MNT","WBKB Fox"
"IND","WCIU HDTV"
"","Fox Sports North"
"","KTXD"
"","MOVIEPLEX HD"
"","MC R&B SOUL"
"","Big Ten Network HDTV (Nebraska)"
"COMET","WMSN Comet TV"
"FOX","WLAX"
"NBC","WJFW"
"ABC","KHBB ABC HDTV"
"","MAX LATINO HD-DI"
"","SHOWTIME HD EAST-DI"
"","ENCORE DRAMA HD-DI"
"","SDV ESPNN"
"FOX","KCYU"
"PBS","KTNW HDTV"
"PBS","KFTS"
"UNI","KUNP Univision 16"
"","Cinemax HD"
"","HD-FXX"
"MNT","PPV - iNDemand 07"
"","TBS Superstation (East)"
"","NBC Universo HDTV (East)"
"","Súper Canal HDTV"
"","SHOWTIME TOO"
"","Starz Edge East"
"","IND01"
"","Playboy Digital"
"","NBC Sports "
"","PublicAccess MtP/Alma"
"","Mid-Atlantic Sports Network HDTV"
"","The Weather Channel HDTV"
"","PBS Kids Create"
"","EPIX on Demand"
"","WPCH"
"","SIM-EDU"
"","BABY TV ESPANOL"
